Longitude,Latitude,Shortitude,Deltitude,Pi,Murphy,Smell_Level,Feng_Shui_Quality,Air_Apple,Air_Burn,Air_Copper,Air_Mint,Sound_Silence,Sound_Humming,Sound_Skittering,Sound_Squelching,Sound_BuzzingPerformance
9.039,22.801,-42.69,-54.397,3.1647,2.14,0,1,0,0,0,1,0,0,0,0,1,0.4114
27.857,-36.707,18.515,-38.331,3.1193,4.79,0,0,0,0,0,0,1,0,0,0,0,0.18920000000000003
-115.26,-47.292,-42.854,-58.093,3.1506,4.4,0,1,0,0,0,0,0,0,0,1,1,0.11320000000000001
-114.415,41.535,-60.369,-58.36,3.1142,2.33,0,1,1,0,0,0,1,0,0,0,0,0.39280000000000004
-114.715,-27.543,25.153,-20.367,3.1654,2.26,1,0,0,0,0,1,0,0,0,1,1,0.1058
90.244,-3.524,-25.274,35.445,3.1305,4.9,1,0,0,0,0,0,0,1,0,1,0,0.011200000000000002
31.373,58.725,-25.143,-49.283,3.1049,3.72,0,1,0,0,0,1,0,0,0,0,1,0.36460000000000004
-101.939,42.56,-52.871,-61.702,3.1148,1.7,2,1,0,0,0,1,0,0,0,1,1,0.19899999999999998
15.739,-66.089,13.286,40.091,3.1435,5.81,1,0,0,0,1,0,1,0,0,0,0,0.1309
72.634,-31.088,30.674,17.078,3.1288,5.13,1,1,0,0,1,0,0,1,0,0,0,0.0405
2.538,-25.144,-55.171,42.617,3.1362,3.86,1,1,0,0,0,1,0,0,0,0,1,0.2536
-29.685,-62.948,-57.404,-34.121,3.1416,4.39,0,1,0,0,0,0,0,0,0,1,0,0.1629
169.33,28.145,52.677,56.91,3.1221,4.47,0,1,0,0,0,0,0,1,1,1,0,0.015300000000000001
-112.717,-52.285,-29.411,-44.55,3.1534,2.87,0,1,0,0,0,1,0,0,1,0,0,0.7349
152.769,-24.943,-7.72,8.258,3.1365,1.91,1,1,0,0,0,0,0,0,0,1,1,0.0756
59.216,19.328,69.067,83.699,3.1291,4.05,0,2,0,0,0,1,0,1,0,0,0,0.0956
133.101,-31.791,22.864,-37.412,3.1712,5.36,1,1,0,0,0,1,0,0,1,0,0,0.1385
-47.529,-49.82,33.742,-59.615,3.1612,2.76,0,1,0,0,0,1,0,0,1,0,0,0.7641
-81.375,-35.106,-8.822,70.382,3.1303,2.63,1,1,0,0,0,1,1,0,0,0,0,0.3215
148.08,-26.012,38.015,39.211,3.143,3.62,1,1,0,0,0,1,0,0,1,0,0,0.3351
59.326,10.73,-24.284,34.428,3.1469,1.54,1,1,1,0,0,0,1,0,0,0,0,0.36590000000000006
12.118,-19.308,-36.724,-21.474,3.1298,3.7,0,1,0,0,0,0,0,0,0,0,1,0.16949999999999998
-143.513,-39.028,-14.646,16.927,3.1377,3.95,0,0,0,0,0,1,0,1,1,0,0,0.1095
-143.015,52.123,-34.011,-46.867,3.1627,4.66,0,1,1,0,0,0,1,0,0,0,0,0.3382
12.731,42.928,46.94,-7.803,3.1452,3.83,1,1,0,0,0,1,1,0,0,0,0,0.5936
60.498,-56.48,-22.536,15.471,3.129,3.95,1,1,0,0,0,0,0,0,0,0,1,0.19899999999999998
-131.589,-9.478,-57.398,-10.23,3.131,4.1,1,1,0,0,0,0,0,0,0,0,1,0.0953
123.972,50.808,13.538,-37.442,3.1316,4.46,1,1,0,0,0,0,0,0,1,0,0,0.2095
-140.605,36.289,-46.473,35.953,3.1102,4.4,0,0,1,0,0,0,1,0,0,0,0,0.2144
-74.097,65.955,50.452,29.557,3.141,2.7,1,1,0,0,0,0,0,0,1,0,0,0.2851
146.247,-44.184,-57.991,12.392,3.155,3.25,0,0,0,0,0,1,0,0,1,1,0,0.3274
-116.608,-29.354,-48.154,-61.94,3.1485,2.86,1,1,1,0,0,0,0,0,0,0,1,0.2018
-41.727,50.308,63.799,23.395,3.1548,4.16,1,1,0,0,0,0,0,0,0,0,1,0.1929
6.611,19.346,-41.172,-32.256,3.1263,5.12,2,2,1,0,0,0,0,0,1,0,0,0.1653
-112.346,42.591,35.503,32.191,3.1493,4.48,0,1,1,0,0,0,1,0,0,0,0,0.4105
134.1,-32.969,-27.938,-24.162,3.1383,2.16,0,0,1,0,0,0,0,1,1,0,0,0.073
-12.032,15.261,-56.889,49.216,3.1438,5.48,1,0,0,0,0,0,0,1,0,1,0,0.008199999999999999
28.331,46.511,-31.883,54.879,3.153,4.9,1,1,1,0,0,0,0,0,0,0,1,0.2371
-168.238,52.089,34.245,6.685,3.113,3.37,0,1,0,0,0,0,1,0,0,0,0,0.2555
91.894,45.752,-64.984,50.579,3.1495,3.78,0,2,1,0,0,0,0,0,1,0,0,0.6308
-87.358,26.581,13.487,19.639,3.1578,3.67,0,1,1,0,0,0,1,0,0,0,0,0.3041
13.297,42.61,-64.029,-27.618,3.1579,2.9,1,2,0,0,0,0,1,0,0,0,0,0.38180000000000003
-119.27,-72.993,-17.785,-51.087,3.1526,3.01,1,1,1,0,0,0,1,0,0,0,0,0.41880000000000006
15.28,-8.975,-42.541,40.574,3.1131,2.62,2,1,0,1,0,0,0,0,0,1,0,0.1985
-62.466,-42.717,30.458,-31.744,3.1591,3.82,1,1,0,0,0,0,0,1,0,1,0,0.030699999999999998
98.351,58.129,-48.132,24.203,3.1191,4.79,0,0,0,0,0,0,0,0,0,0,1,0.1402
145.219,30.177,59.574,-45.385,3.1459,4.52,1,1,0,0,1,0,1,0,0,0,0,0.25260000000000005
-33.905,34.674,46.844,8.473,3.1492,4.55,1,1,0,0,0,1,1,0,0,0,0,0.282
34.445,-26.086,-51.944,44.057,3.1168,4.29,0,1,1,0,0,0,0,0,0,1,0,0.11460000000000001
81.351,-24.609,-19.393,-62.6,3.1767,3.72,0,1,0,0,0,1,0,0,1,1,0,0.192
72.271,-9.185,42.394,38.765,3.1214,4.48,1,0,1,0,0,0,1,0,0,0,0,0.1475
-45.286,-50.834,38.258,-32.092,3.1353,3.92,0,1,0,1,0,0,0,0,1,0,0,0.638
-173.487,38.234,60.021,-47.642,3.148,5.59,0,0,0,0,0,0,0,0,0,0,1,0.0851
57.524,-6.304,-14,-44.598,3.1288,1.98,0,0,0,1,0,0,0,0,1,0,0,0.4495
83.644,37.146,43.917,53.121,3.1615,4.42,1,1,0,0,0,0,0,1,1,0,0,0.0565
32.41,-33.704,52.326,58.153,3.1624,1.69,1,0,0,0,0,0,0,0,1,0,0,0.185
-128.939,5.108,24.692,61.999,3.1389,3.31,0,1,0,1,0,0,0,0,0,0,1,0.3232
-178.712,35.565,-68.336,-44.345,3.132,4.88,0,1,0,0,0,1,1,0,0,0,0,0.2525
114.093,-22.227,-51.144,-20.047,3.1285,1.34,1,1,0,0,0,0,0,0,1,1,0,0.098
103.167,-33.527,42.979,-40.716,3.1517,3.81,0,0,0,0,0,0,0,0,0,0,1,0.1696
-99.679,-50.604,-31.21,-29.35,3.1328,5.6,0,0,0,0,1,0,0,0,0,0,1,0.128
-50.679,-37.818,9.095,-19.706,3.1334,2.24,1,1,0,0,0,1,0,1,1,0,0,0.13140000000000002
134.119,37.155,82.737,-62.575,3.1483,3.59,1,1,0,0,0,1,1,0,0,0,0,0.5951
16.877,16.02,23.649,4.758,3.1295,4.15,0,1,0,0,0,0,1,0,0,0,0,0.2041
-89.504,55.114,-36.579,-43.567,3.1285,4.24,1,1,0,0,0,1,1,0,0,0,0,0.3725
67.475,26.081,-27.156,25.891,3.1566,3.38,0,1,0,0,0,1,0,1,1,0,0,0.1226
-172.211,-22.026,56.245,-41.878,3.1775,2.21,1,1,0,0,0,0,0,0,0,0,1,0.11480000000000001
4.282,37.589,13.229,40.816,3.1301,4.98,1,1,0,0,0,0,0,0,1,1,0,0.08289999999999999
-76.215,-67.518,57.55,49.18,3.1376,3.4,1,1,0,0,0,0,0,0,0,1,1,0.09880000000000001
82.409,-36.012,7.583,44.559,3.1188,4.56,0,0,0,0,0,1,0,1,1,0,0,0.0886
-119.717,32.325,31.293,-47.842,3.1287,4.89,1,1,0,0,0,0,0,0,1,0,0,0.08650000000000001
99.739,-34.555,49.144,41.052,3.1333,4.6,1,1,0,0,0,1,0,0,0,1,1,0.09390000000000001
39.422,50.964,-43.287,-24.378,3.1449,3.38,0,1,0,0,0,1,0,1,0,0,0,0.2072
-53.228,18.947,40.124,40.729,3.1224,5.9,1,0,0,0,0,1,0,0,1,0,0,0.047599999999999996
-149.84,48.068,40.432,-19.217,3.1339,3.75,0,2,0,0,0,0,0,0,0,0,1,0.2434
172.662,-65.631,18.302,-33.003,3.1653,3.91,0,0,1,0,0,0,0,0,1,0,0,0.35850000000000004
-127.691,27.208,-16.834,-52.329,3.1484,1.73,0,1,1,0,0,0,0,0,0,1,1,0.14400000000000002
-65.459,-37.542,-21.501,-19.112,3.1678,3.68,0,1,0,0,0,0,0,0,1,0,0,0.3127
21.027,34.767,-38.671,36.304,3.1417,3.44,1,1,1,0,0,0,0,1,1,0,0,0.065
134.505,28.753,-54.405,-58.005,3.1675,3.72,0,1,0,0,0,1,0,0,1,0,0,0.39520000000000005
52.138,10.986,43.941,45.031,3.1256,5.62,1,0,0,0,0,0,0,1,0,0,1,0.0089
-31.355,27.329,62.725,-21.332,3.1234,3.59,0,0,0,0,0,1,0,0,1,0,0,0.2979
7.894,-52.234,-29.797,55.507,3.1323,3.26,1,0,0,0,0,0,0,1,1,0,0,0.0571
2.89,-48.743,-49.761,22.732,3.1664,4.7,0,0,0,0,0,0,1,0,0,0,0,0.233
-146.094,-17.541,-4.672,46.178,3.1473,4.29,1,0,0,0,0,0,1,0,0,0,0,0.1218
-82.919,54.028,19.621,19.725,3.1243,2.96,0,1,0,0,0,0,0,0,0,1,1,0.1195
162.565,56.857,-23.807,80.339,3.1515,5.5,1,0,0,0,0,1,0,0,0,0,1,0.1515
65.139,-73.333,-10.819,-30.413,3.173,2.08,0,1,0,0,0,1,0,0,0,0,1,0.6257
-15.245,74.966,-32.336,-26.059,3.1244,3.55,1,1,1,0,0,0,0,0,0,0,1,0.265
-2.27,-17.424,-56.175,12.243,3.1507,2.96,0,1,0,0,0,0,0,0,0,0,1,0.2323
-1.761,-40.653,-24.043,4.685,3.142,2.77,1,0,0,0,0,1,0,0,0,0,1,0.4239
95.425,39.145,17.793,11.502,3.1216,5.58,1,1,1,0,0,0,0,0,1,0,0,0.1264
-104.799,31.663,42.03,30.428,3.1201,4.55,1,0,0,0,0,0,0,0,1,0,0,0.0772
92.933,-21.397,18.73,-85.576,3.1085,3.36,1,1,1,0,0,0,0,0,0,0,1,0.1401
166.502,16.626,-38.18,-54.909,3.164,4.56,1,1,0,0,0,0,0,1,0,0,1,0.021800000000000003
-100.92,69.798,18.261,56.907,3.1128,4.82,1,1,0,0,0,1,0,0,0,1,1,0.08800000000000001
-92.657,-20.121,27.913,-27.54,3.1334,1.16,0,1,0,0,0,1,0,0,0,0,1,0.34659999999999996
54.871,-36.945,37.239,31.426,3.1519,5.75,1,0,0,0,0,1,0,0,0,0,1,0.125
85.581,57.311,-33.837,-35.109,3.1097,3.32,0,1,0,0,0,1,0,0,1,0,0,0.5416
3.095,-38.235,-59.97,-53.028,3.1214,3.49,1,1,0,0,0,1,1,0,0,0,0,0.4789
121.564,-13.607,-36.634,-36.101,3.1492,4.43,1,1,0,0,0,1,1,0,0,0,0,0.31670000000000004
-155.581,-24.235,-52.62,-59.129,3.1527,2.75,0,0,0,0,0,1,0,0,0,0,1,0.3129
-116.246,-33.63,51.986,-26.927,3.124,5.47,0,1,1,0,0,0,1,0,0,0,0,0.09960000000000001
-164.382,-18.831,42.98,-65.906,3.1239,3.05,1,1,1,0,0,0,1,0,0,0,0,0.204
-113.995,-62.989,28.151,-39.517,3.1172,2.74,1,0,0,0,0,1,0,1,0,0,1,0.0604
72.053,-33.367,12.787,37.421,3.1489,4.3,1,1,0,0,0,1,0,0,0,0,1,0.264
-45.636,34.97,66.583,48.866,3.1354,4.33,1,1,0,0,0,0,0,0,1,0,0,0.1294
155.077,41.025,28.289,-31.21,3.1205,2.93,0,1,0,0,0,1,0,1,1,0,0,0.13820000000000002
95.516,-44.874,-17.172,-22.29,3.1615,2.47,1,1,0,0,0,1,0,0,0,0,1,0.515
1.801,50.594,71.807,63.044,3.1331,3.62,0,1,0,0,0,1,1,0,0,0,0,0.7043
-145.105,-64.703,37.299,-19.019,3.143,4.78,0,1,0,0,0,1,1,0,0,0,0,0.4656
61.491,49.678,38.73,-22.607,3.1147,5.53,1,1,0,0,0,1,0,0,0,0,1,0.1322
-32.374,-54.989,38.495,31.576,3.1332,4.92,1,1,0,0,0,1,1,0,0,0,0,0.33170000000000005
-99.945,-42.146,52.334,-37.215,3.1426,3.42,1,1,1,0,0,0,0,0,0,0,1,0.2805
-31.637,49.083,-47.991,8.382,3.1452,3.28,1,0,0,0,0,0,0,0,1,0,0,0.2661
55.995,-49.646,-5.062,-58.286,3.1094,3.2,1,1,1,0,0,0,1,0,0,0,0,0.32130000000000003
-51.421,-60.182,-9.819,50.509,3.1392,4.62,0,1,0,0,0,0,0,0,0,0,1,0.2068
120.751,65.655,7.237,-31.289,3.1287,3.78,1,0,1,0,0,0,1,0,0,0,0,0.29850000000000004
136.609,35.772,49.158,-41.752,3.1319,4.45,1,0,0,1,0,0,0,0,1,0,0,0.2052
140.709,-2.593,-28.493,60.398,3.113,4.53,1,1,0,0,0,1,0,0,0,1,1,0.0703
87.46,34.405,10.137,-17.987,3.1474,4.58,1,1,0,0,0,0,1,0,0,0,0,0.1623
-93.012,-46.017,-14.202,52.628,3.146,5.51,0,1,0,0,0,1,0,0,1,0,0,0.2735
-135.771,36.83,20.496,29.267,3.1605,4.69,1,0,0,0,0,1,0,0,1,0,0,0.2821
-73.286,29.008,62.577,27.784,3.1478,3.64,1,1,0,1,0,0,0,1,1,0,0,0.0788
28.131,27.065,52.336,-16.708,3.1267,5.49,1,1,0,0,0,1,0,0,0,0,1,0.0985
166.871,-41.2,-17.62,-22.233,3.1454,5.26,1,1,0,0,0,1,0,0,0,0,1,0.2146
8.147,16.879,-47.23,46.343,3.1377,3.63,1,0,0,0,0,0,0,1,0,0,0,0.0371
85.651,59.217,55.995,69.259,3.1191,5.68,1,1,0,0,0,0,0,1,1,0,0,0.0176
38.097,-37.971,-17.248,58.412,3.1294,5.94,0,1,1,0,0,0,0,1,0,0,1,0.0181
145.825,32.383,15.765,-26.288,3.134,3.92,1,1,1,0,0,0,0,0,0,1,1,0.081
27.545,-44.076,42.5,43.327,3.1613,5.92,0,1,0,0,0,1,1,0,0,0,0,0.1678
115.854,-35.038,78.551,40.771,3.1282,3.82,0,1,0,0,0,1,1,0,0,0,0,0.3825
-35.574,-62.585,-64.256,41.597,3.1606,3.99,1,1,0,0,0,0,0,1,0,0,0,0.0621
86.752,-46.182,-29.371,27.263,3.1513,1.75,0,1,0,0,0,1,0,0,1,0,0,1.0189
-169.322,27.959,-56.915,48.433,3.1382,2.81,1,0,0,0,0,0,0,0,1,0,0,0.1458
137.898,27.125,64.722,-26.982,3.1495,5.91,1,1,1,0,0,0,0,0,0,0,1,0.0434
164.916,-42.43,48.38,35.564,3.1506,2.56,1,1,0,0,0,0,0,1,0,1,1,0.029500000000000002
3.362,16.962,-17.31,31.541,3.1372,3.1,1,0,0,0,0,0,1,0,0,0,0,0.1739
3.78,51.768,-16.474,74.968,3.1185,5.43,1,0,1,0,0,0,0,0,1,0,0,0.1187
-147.891,47.565,-16.51,-22.987,3.1598,5.23,1,0,1,0,0,0,0,0,0,0,1,0.11880000000000002
-106.182,-24.214,-37.022,-55.276,3.1502,4.31,1,1,0,1,0,0,0,0,0,0,1,0.22039999999999998
68.888,-8.179,56.032,-36.286,3.1528,4.22,0,0,1,0,0,0,0,0,0,0,1,0.2084
18.47,-26.354,22.867,27.425,3.1517,2.02,0,0,0,0,0,1,0,1,0,0,0,0.1273
-53.209,32.222,-52.873,34.28,3.1322,3.76,1,1,0,1,0,0,1,0,0,0,0,0.3065
14.728,27.35,-23.435,-74.52,3.1621,3.72,1,2,1,0,0,0,0,0,0,0,1,0.20690000000000003
-40.804,38.931,-10.947,-40.503,3.1084,4.6,2,1,0,0,0,0,0,0,0,0,1,0.1317
-51.983,17.911,52.758,46.499,3.1684,3.18,2,0,0,0,0,1,0,0,1,0,0,0.3148
-132.331,-23.081,78.991,-55.628,3.1141,2.71,1,1,0,0,0,0,1,0,0,0,0,0.1234
64.49,-53.611,58.853,12.447,3.1138,3.54,1,1,0,0,0,0,0,0,1,1,0,0.10830000000000001
-14.012,-20.428,-53.963,35.89,3.1557,3.73,1,1,0,0,0,1,0,0,1,0,0,0.35509999999999997
-155.491,-16.392,-36.984,-22.716,3.1312,3.84,2,0,1,0,0,0,1,0,0,0,0,0.2
-170.822,-50.848,-23.02,55.035,3.1321,3.94,0,1,0,0,0,1,1,0,0,0,0,0.5624
-175.067,27.532,-57.416,-43.584,3.1542,4.52,0,1,1,0,0,0,0,0,0,1,1,0.0941
-27.611,-51.41,-66.258,31.718,3.1161,2.53,0,1,0,0,0,0,1,0,0,0,0,0.3335
-31.922,49.172,51.534,39.246,3.1401,4.74,0,0,0,0,1,0,0,0,0,0,1,0.2944
58.624,39.837,27.051,11.725,3.1245,2.89,1,1,0,0,0,0,0,1,1,0,0,0.0666
91.634,-72.068,43.894,-45.822,3.1663,0.97,0,1,0,0,0,1,0,0,0,0,1,0.6825
139.223,-19.143,59.46,50.097,3.1241,5.2,1,0,1,0,0,0,0,0,1,1,0,0.04360000000000001
111.979,-49.262,-57.967,33.928,3.149,4.78,2,0,0,0,0,1,0,0,0,1,1,0.1757
88.146,20.582,-60.279,-54.777,3.1455,4.53,0,2,0,0,0,1,0,0,1,0,0,0.4107
-143.561,29.131,46.623,-25.872,3.1332,2.35,1,1,0,0,0,1,0,1,1,0,0,0.0706
148.186,-51.565,15.308,41.158,3.1537,4.87,1,0,0,0,0,1,1,0,0,0,0,0.3275
-145.555,-65.295,52.374,-40.148,3.1281,1.28,0,1,1,0,0,0,0,0,0,1,1,0.1818
167.298,-60.719,-54.467,35.361,3.1269,3.3,1,1,1,0,0,0,1,0,0,0,0,0.3464
-11.682,-36.276,61.354,20.492,3.1419,3.59,0,1,0,0,0,1,0,0,0,1,1,0.2863
21.274,-30.444,-38.454,-21.395,3.1194,2.27,1,1,0,0,0,1,0,0,0,1,1,0.13
-62.839,-50.1,-74.634,31.078,3.1496,2.78,1,1,0,0,0,0,1,0,0,0,0,0.3465
-101.35,-46.585,18.517,31.542,3.1281,4.89,1,1,1,0,0,0,1,0,0,0,0,0.20750000000000002
-16.911,-33.307,46.944,-7.291,3.1136,1.62,1,1,1,0,0,0,0,0,0,0,1,0.16260000000000002
-75.361,58.776,52.332,-59.034,3.1178,4.48,0,1,0,0,0,1,0,0,0,0,1,0.2939
102.706,15.079,-47.398,76.677,3.1282,3.52,0,1,0,0,0,1,0,0,0,0,1,0.3211
-46.521,-73.797,-43.268,8.891,3.1324,2.52,1,0,0,0,0,1,1,0,0,0,0,0.47909999999999997
156.602,-39.135,37.306,-32.853,3.1526,2.23,0,1,1,0,0,0,0,0,1,0,0,0.6295000000000001
-177.03,22.907,70.158,55.781,3.1402,3.57,0,1,0,0,1,0,1,0,0,0,0,0.3788
-97.034,-38.87,58.029,-56.634,3.1518,2.9,1,1,1,0,0,0,0,0,1,0,0,0.40750000000000003
-158.568,-23.738,45.87,37.936,3.1484,3.15,1,1,1,0,0,0,0,1,0,0,0,0.0596
110.147,-48.019,-59.688,24.706,3.1131,3.91,0,2,0,0,0,0,0,0,1,0,0,0.2682
-53.65,-26.391,61.561,-64.051,3.1337,3.37,1,0,0,0,0,1,1,0,0,0,0,0.2618
62.907,-41.113,27.76,26.211,3.1463,1.47,1,1,0,0,0,1,0,1,0,0,1,0.1387
-174.196,-22.424,53.194,50.073,3.1437,2.4,1,0,0,0,0,1,1,0,0,0,0,0.30760000000000004
15.475,-26.09,30.479,31.56,3.1424,5.24,0,0,0,0,0,1,0,0,0,1,0,0.11109999999999999
-154.366,43.008,-27.875,-21.365,3.123,4.06,1,1,1,0,0,0,0,0,0,1,0,0.1318
119.582,31.433,-39.054,31.174,3.1379,1.89,1,1,0,0,0,0,0,0,0,0,1,0.1668
-161.182,37.923,-75.238,-35.405,3.1703,3.34,1,0,0,0,0,0,0,0,0,0,1,0.1518
77.395,12.76,18.583,54.204,3.1328,2.67,1,1,0,0,0,1,1,0,0,0,0,0.3976
65.86,31.532,-49.683,59.489,3.1516,2.7,0,1,0,0,0,1,1,0,0,0,0,0.6239
98.455,63.457,22.288,49.399,3.1229,5.58,1,0,0,0,0,1,0,0,1,0,0,0.1481
115.024,57.548,4.732,-35.095,3.1745,4.97,0,0,0,0,0,1,0,0,0,0,1,0.2534
145.667,17.709,-14.846,22.175,3.1039,3.36,0,1,0,0,0,1,0,0,1,0,0,0.2715
-86.695,33.515,-12.882,-55.714,3.1294,3.47,2,1,1,0,0,0,0,1,0,0,0,0.0596
-44.063,-46.166,34.271,25.587,3.1496,5.6,1,1,0,0,0,0,0,1,0,0,0,0.027200000000000002
-115.721,34.665,28.699,37.591,3.1253,0.67,0,0,0,0,0,0,0,0,0,1,0,0.09140000000000001
29.81,51.433,52.649,-77.29,3.1385,3.12,1,1,1,0,0,0,0,0,1,1,0,0.22469999999999998
-115.228,-19.075,33.081,-47.598,3.1221,5.85,0,1,0,0,0,0,0,0,0,1,1,0.0152
-79.63,-3.369,-40.19,-35.058,3.1653,4.69,1,1,0,0,0,1,1,0,0,0,0,0.2159
63.049,44.804,67.924,51.165,3.1288,1.83,1,0,0,0,0,0,0,1,0,0,1,0.0483
-146.202,44.543,-16.321,35.391,3.1408,5.19,1,1,0,0,0,1,1,0,0,0,0,0.26890000000000003
-143.653,62.601,-10.079,-34.302,3.1391,4.51,0,0,0,0,0,1,0,0,1,0,0,0.4065
114.954,-45.977,25.455,-7.666,3.1238,3.33,1,0,0,0,0,0,0,0,1,1,0,0.10650000000000001
-19.374,53.361,-35.59,-33.204,3.1545,5.36,1,1,0,0,0,1,0,1,1,0,0,0.0649
-104.694,18.631,-30.479,-34.874,3.145,0.54,0,1,1,0,0,0,0,1,1,0,0,0.0851
156.812,21.616,-58.844,26.583,3.1614,2.51,1,1,0,0,0,1,0,0,0,0,1,0.28600000000000003
-6.823,5.863,31.398,-18.794,3.1499,4.62,0,0,1,0,0,0,0,0,0,0,1,0.18359999999999999
-148.421,-39.806,49.287,-56.997,3.1563,3.23,0,1,1,0,0,0,0,0,0,1,0,0.254
146.22,-70.301,-67.261,-29.388,3.1584,4.52,0,1,0,0,0,1,0,0,1,0,0,0.5519
-64.667,25.844,-39.511,29.753,3.1187,3.4,1,0,1,0,0,0,0,0,1,0,0,0.1542
46.757,45.044,-26.79,-58.364,3.1436,5.75,1,1,0,0,0,1,1,0,0,0,0,0.1887
-12.222,39.349,8.668,-27.904,3.1699,4.97,0,0,0,0,0,0,0,1,0,0,1,0.032799999999999996
148.449,16.375,9.261,-35.09,3.1329,5.18,1,1,0,0,0,1,0,0,0,0,1,0.1258
-26.587,-44.099,38.502,39.775,3.1321,5.12,1,1,1,0,0,0,0,0,1,1,0,0.1023
81.855,70.412,-47.564,-29.915,3.1418,2.89,1,1,0,0,0,0,0,1,1,0,0,0.0816
-98.857,-67.346,-50.444,-65.687,3.1598,3.61,0,1,1,0,0,0,0,1,0,0,0,0.1107
-62.451,15.958,-63.098,19.387,3.174,3.94,1,1,0,0,0,1,0,0,0,0,1,0.19030000000000002
62.657,28.703,-34.811,-43.257,3.1432,5.9,1,1,0,0,0,1,1,0,0,0,0,0.08710000000000001
-134.707,52.835,56.637,-24.13,3.1244,3.85,0,1,0,0,0,1,0,0,0,0,1,0.36560000000000004
21.751,-35.606,57.817,-56.265,3.1359,5.83,1,1,0,1,0,0,0,1,0,0,0,0.021400000000000002
91.715,20.624,-49.87,-20.121,3.1331,4.43,1,1,0,1,0,0,0,0,0,0,1,0.21789999999999998
20.57,-56.034,-27.089,67.32,3.1558,5.11,2,1,0,0,0,0,0,0,0,0,1,0.1797
-168.218,-30.589,29.634,-49.753,3.1656,2.52,1,0,0,0,0,0,0,0,0,1,0,0.0747
84.717,-27.59,-23.164,25.038,3.1731,4.9,2,1,0,0,0,0,1,0,0,0,0,0.13820000000000002
-118.673,-42.121,-17.115,60.426,3.1409,4.41,1,1,1,0,0,0,0,0,0,1,1,0.10880000000000001
-95.109,-54.585,-68.414,-33.105,3.1168,3.33,0,1,1,0,0,0,1,0,0,0,0,0.3737
48.381,-36.503,-16.565,-35.127,3.1191,4.42,1,0,0,0,0,0,0,0,0,0,1,0.1264
27.31,44.443,-41.549,37.746,3.1311,4.67,1,0,0,0,0,0,0,1,0,0,0,0.041299999999999996
1.199,-56.204,-35.511,-55.614,3.1386,3.31,1,1,0,0,0,1,0,0,0,0,1,0.46049999999999996
-107.642,-36.749,6.614,55.435,3.1156,4.42,1,0,1,0,0,0,0,0,0,0,1,0.1332
-40.971,-46.782,-19.993,-58.733,3.1467,3.76,0,0,0,0,0,1,0,0,1,0,0,0.6085
83.222,78.293,-34.117,8.968,3.1349,4.87,0,1,0,0,0,1,0,0,0,0,1,0.37329999999999997
-105.048,27.139,-27.201,33.912,3.1067,4.21,1,1,0,0,0,1,0,1,0,0,0,0.038700000000000005
-41.949,-34.893,51.639,31.527,3.1572,1.73,0,1,1,0,0,0,0,0,0,1,0,0.19710000000000003
78.849,-30.649,-70.562,-58.997,3.1258,4.49,0,1,0,0,0,1,0,0,0,0,1,0.2529
-142.498,60.151,56.618,-31.402,3.1423,4.51,0,1,0,0,1,0,1,0,0,0,0,0.459
-162.561,-35.134,41.276,54.339,3.1672,4.9,1,0,0,0,0,1,0,0,1,0,0,0.1496
65.4,-34.501,-63.442,-64.656,3.1152,3.04,0,1,0,0,0,1,0,0,1,0,0,0.3826
-158.548,-58.368,16.765,20.181,3.1645,3.53,1,1,0,0,0,1,1,0,0,0,0,0.4773
-128.232,54.45,-59.712,36.399,3.1139,3.78,0,0,1,0,0,0,0,0,0,0,1,0.2031
-112.557,-30.34,-59.724,57.373,3.1412,2.67,1,0,0,0,0,1,0,0,1,0,0,0.2841
-122.722,33.83,63.387,45.211,3.1297,0.83,0,1,0,0,0,0,0,0,1,0,0,0.2129
-128.311,66.673,26.863,41.079,3.1252,1.98,1,1,0,0,0,0,0,1,0,0,0,0.0591
143.683,42.039,59.117,35.284,3.1653,4.97,1,0,0,0,0,1,0,1,1,0,0,0.0596
-146.881,-27.964,-65.468,28.217,3.1216,1.44,0,0,0,0,0,1,1,0,0,0,0,0.32799999999999996
-103.397,-39.543,38.172,50.661,3.1457,3.2,0,1,1,0,0,0,0,0,1,0,0,0.5213
144.137,21.49,-33.691,-40.742,3.1588,4.11,1,0,0,0,0,1,1,0,0,0,0,0.25989999999999996
-132.114,25.578,-53.561,57.559,3.1152,4.79,1,1,0,0,0,1,0,0,0,1,0,0.07540000000000001
74.169,21.767,19.594,40.798,3.1516,5.21,0,1,0,0,0,0,0,0,0,0,1,0.11560000000000001
67.367,9.912,30.192,3.279,3.155,4.53,1,1,1,0,0,0,0,1,1,0,0,0.0513
41.695,43.009,-58.574,35.582,3.1645,1.32,1,1,0,0,1,0,1,0,0,0,0,0.665
72.175,-20.195,-9.271,81.749,3.1376,2.72,1,1,0,0,0,1,0,0,0,0,1,0.317
141.286,-39.971,48.917,38.401,3.1599,4.16,1,0,0,0,0,1,0,0,0,0,1,0.29710000000000003
-38.076,-49.814,56.376,36.858,3.1309,4.6,0,1,1,0,0,0,0,0,0,1,1,0.1307
110.695,-26.721,48.634,33.632,3.1167,2.49,1,1,0,0,0,0,0,1,1,0,0,0.0354
-170.086,-3.122,30.401,71.832,3.1279,4.06,0,1,0,0,0,1,1,0,0,0,0,0.3236
